"tourney_id","tourney_name","winner_ioc","winner_age","score","minutes"
"2010-520","Roland Garros","BEL",29.85,"6-4 7-6(7) 6-4",157
"2010-520","Roland Garros","ESP",28.14,"6-1 6-3 6-1",93
"2010-520","Roland Garros","ESP",30.28,"6-4 6-3 6-1",112
"2010-520","Roland Garros","ESP",22.13,"6-3 6-2 7-6(5)",116
"2010-520","Roland Garros","ITA",28.86,"6-7(5) 6-1 6-3 6-3",185
"2010-520","Roland Garros","USA",27.63,"4-6 7-6(3) 6-4 6-2",131
"2010-520","Roland Garros","ROU",28.84,"6-1 1-6 6-4 6-3",140
"2010-520","Roland Garros","KAZ",30.91,"3-6 6-4 6-2 6-4",150
"2010-520","Roland Garros","JPN",20.4,"2-6 4-6 7-6(3) 6-2 6-4",216
"2010-520","Roland Garros","SRB",23.01,"6-1 3-6 6-1 6-3",128
"2010-520","Roland Garros","ESP",26.52,"6-4 6-2 6-2",115
"2010-520","Roland Garros","FRA",29.23,"6-4 6-0 6-1",99
"2010-520","Roland Garros","ITA",26.25,"7-5 6-4 7-5",158
"2010-520","Roland Garros","GER",26.6,"7-6(7) 6-1 6-1",131
"2010-520","Roland Garros","ESP",24.76,"6-4 3-6 4-6 7-6(3) 6-4",214
"2010-520","Roland Garros","BEL",26.2,"6-1 6-4 6-4",111
"2010-520","Roland Garros","UKR",21.54,"3-6 7-6(5) 3-6 6-3 6-3",225
"2010-520","Roland Garros","CHI",29.82,"6-2 4-6 6-4 6-4",137
"2010-520","Roland Garros","CRO",31.18,"7-6(5) 7-5 6-3",154
"2010-520","Roland Garros","USA",28.45,"5-7 6-4 3-6 6-1 6-3",196
"2010-520","Roland Garros","ESP",24.33,"7-6(2) 6-4 6-2",142
"2010-520","Roland Garros","BRA",22.4,"6-4 6-2 6-2",97
"2010-520","Roland Garros","AUS",29.24,"7-5 6-0 6-4",127
"2010-520","Roland Garros","UZB",23.71,"7-5 7-5 6-3",127
"2010-520","Roland Garros","ARG",25.07,"7-6(6) 6-7(8) 1-6 6-4 8-6",245
"2010-520","Roland Garros","ESP",23.97,"6-2 6-2 6-2",143
"2010-520","Roland Garros","SUI",28.79,"7-6(4) 6-2 6-4",120
"2010-520","Roland Garros","GER",24.14,"6-2 6-2 7-6(5)",133
"2010-520","Roland Garros","SUI",25.16,"6-1 6-4 6-4",106
"2010-520","Roland Garros","ITA",23,"2-6 4-6 7-5 6-4 9-7",256
"2010-520","Roland Garros","CRO",21.65,"6-3 7-6(4) 6-2",137
"2010-520","Roland Garros","ARG",23.03,"6-7(4) 6-3 6-4 6-4",192
"2010-520","Roland Garros","ESP",29.49,"6-3 6-2 6-1",105
"2010-520","Roland Garros","SWE",25.77,"6-0 6-1 6-1",71
"2010-520","Roland Garros","GBR",23.03,"6-2 6-7(5) 6-3 6-2",210
"2010-520","Roland Garros","CYP",24.93,"4-6 6-1 7-5 6-2",160
"2010-520","Roland Garros","USA",25.08,"6-7(3) 7-6(3) 7-6(7) 6-4",191
"2010-520","Roland Garros","CZE",24.68,"7-5 6-1 6-4",125
"2010-520","Roland Garros","RUS",27.91,"6-7(8) 6-3 6-3 6-2",184
"2010-520","Roland Garros","SRB",24.28,"6-4 6-3 6-3",105
"2010-520","Roland Garros","NED",21.68,"6-3 3-6 7-6(5) 7-5",172
"2010-520","Roland Garros","FRA",25.1,"6-0 6-1 6-4",79
"2010-520","Roland Garros","USA",27.73,"6-3 5-7 6-4 6-2",177
"2010-520","Roland Garros","RUS",25,"6-3 6-1 6-1",87
"2010-520","Roland Garros","AUT",29,"6-1 3-6 7-6(7) 6-4",160
"2010-520","Roland Garros","ESP",28.14,"6-2 6-2 2-0 RET",76
"2010-520","Roland Garros","ESP",30.28,"7-6(5) 6-7(13) 6-2 6-2",211
"2010-520","Roland Garros","USA",27.63,"3-6 6-4 6-3 6-3",153
"2010-520","Roland Garros","ROU",28.84,"6-3 6-4 6-2",100
"2010-520","Roland Garros","SRB",23.01,"6-1 6-4 6-4",160
"2010-520","Roland Garros","ESP",26.52,"6-2 6-2 0-6 6-4",135
"2010-520","Roland Garros","GER",26.6,"7-6(5) 6-3 7-5",157
"2010-520","Roland Garros","ESP",24.76,"6-3 6-0 7-5",100
"2010-520","Roland Garros","UKR",21.54,"6-3 6-4 6-3",109
"2010-520","Roland Garros","CRO",31.18,"6-2 6-7(8) 4-6 6-2 10-8",278
"2010-520","Roland Garros","BRA",22.4,"1-6 6-3 2-6 6-4 6-2",207
"2010-520","Roland Garros","AUS",29.24,"1-6 6-3 6-4 2-6 6-2",188
"2010-520","Roland Garros","ESP",23.97,"6-2 6-2 6-3",105
"2010-520","Roland Garros","SUI",28.79,"6-4 6-0 6-4",93
"2010-520","Roland Garros","SUI",25.16,"6-3 6-4 6-1",112
"2010-520","Roland Garros","CRO",21.65,"6-4 3-6 7-5 6-7(5) 6-4",253
"2010-520","Roland Garros","SWE",25.77,"6-4 7-5 2-6 6-3",149
"2010-520","Roland Garros","GBR",23.03,"6-2 6-3 0-6 6-2",153
"2010-520","Roland Garros","CZE",24.68,"6-2 6-2 6-1",93
"2010-520","Roland Garros","RUS",27.91,"2-6 7-6(4) 6-2 6-3",170
"2010-520","Roland Garros","FRA",25.1,"6-7(6) 7-6(4) 6-3 6-4",186
"2010-520","Roland Garros","RUS",25,"6-4 6-4 6-2",114
"2010-520","Roland Garros","AUT",29,"6-4 6-0 7-6(1)",116
"2010-520","Roland Garros","USA",27.63,"7-5 6-3 3-6 2-6 6-4",196
"2010-520","Roland Garros","SRB",23.01,"6-3 3-6 6-3 6-2",158
"2010-520","Roland Garros","ESP",26.52,"2-6 6-3 6-3 6-7(1) 6-4",242
"2010-520","Roland Garros","ESP",24.76,"6-3 6-3 6-4",113
"2010-520","Roland Garros","BRA",22.4,"7-6(4) 6-2 6-4",140
"2010-520","Roland Garros","ESP",23.97,"6-3 6-4 6-3",148
"2010-520","Roland Garros","SUI",28.79,"6-3 7-6(5) 6-2",116
"2010-520","Roland Garros","SWE",25.77,"6-4 6-4 6-2",101
"2010-520","Roland Garros","CZE",24.68,"6-4 7-5 6-3",136
"2010-520","Roland Garros","RUS",27.91,"6-2 RET",30
"2010-520","Roland Garros","AUT",29,"7-6(6) 4-6 6-1 6-4",174
"2010-520","Roland Garros","SRB",23.01,"6-4 2-6 6-1 6-2",137
"2010-520","Roland Garros","ESP",24.76,"6-1 4-6 6-1 6-4",132
"2010-520","Roland Garros","ESP",23.97,"6-2 7-5 6-4",153
"2010-520","Roland Garros","SWE",25.77,"3-6 6-3 7-5 6-4",150
"2010-520","Roland Garros","CZE",24.68,"6-3 6-1 6-2",114
"2010-520","Roland Garros","AUT",29,"3-6 2-6 6-2 7-6(3) 6-4",255
"2010-520","Roland Garros","ESP",23.97,"7-6(2) 7-6(3) 6-4",155
"2010-520","Roland Garros","SWE",25.77,"6-3 3-6 5-7 6-3 6-3",207
"2010-520","Roland Garros","ESP",23.97,"6-2 6-3 7-6(6)",129
"2010-520","Roland Garros","ESP",23.97,"6-4 6-2 6-4",138
"2010-540","Wimbledon","USA",29.16,"7-6(2) 6-2",76
"2010-540","Wimbledon","ESP",22.18,"6-2 6-1",59
"2010-540","Wimbledon","AUS",22.57,"6-4 6-4",65
"2010-540","Wimbledon","FRA",27.53,"6-2 4-6 8-6",146
"2010-540","Wimbledon","GER",30.71,"6-4 7-5",74
"2010-540","Wimbledon","AUT",23.92,"7-6(2) 6-4",85
"2010-540","Wimbledon","FRA",32.7,"6-4 7-6(5)",96
"2010-540","Wimbledon","PAR",33.6,"6-2 6-3",63
"2010-540","Wimbledon","IND",25.35,"6-2 6-2",72
"2010-540","Wimbledon","USA",26.46,"6-0 RET",26
"2010-540","Wimbledon","ESP",28.39,"4-6 6-1 6-4",100
"2010-540","Wimbledon","SRB",24.88,"7-5 6-4",74
"2010-540","Wimbledon","BRA",28.08,"6-4 6-4",76
"2010-540","Wimbledon","LUX",27.12,"6-3 6-4",79
"2010-540","Wimbledon","RUS",24.65,"6-3 6-2",54
"2010-540","Wimbledon","AUS",23,"7-6(5) 6-2",77
"2010-540","Wimbledon","GER",29.2,"6-3 6-7(3) 10-8",145
"2010-540","Wimbledon","RSA",30.04,"1-6 6-2 6-4",93
"2010-540","Wimbledon","CZE",26.08,"4-6 7-5 6-1",105
"2010-540","Wimbledon","GER",25.94,"6-3 7-6(2)",76
"2010-540","Wimbledon","SLO",23.73,"4-6 6-4 6-1",87
"2010-540","Wimbledon","CRO",25.46,"6-2 6-3",63
"2010-540","Wimbledon","AUT",29.98,"4-6 7-6(1) 6-4",101
"2010-540","Wimbledon","USA",31.9,"6-3 4-6 16-14",169
"2010-540","Wimbledon","ESP",24.07,"6-4 6-1",48
"2010-540","Wimbledon","ARG",28.19,"6-2 6-2",60
"2010-540","Wimbledon","RUS",22.94,"6-2 6-2",59
"2010-540","Wimbledon","GBR",24.68,"6-3 6-4",72
"2010-540","Wimbledon","FRA",26.56,"6-1 6-4",64
"2010-540","Wimbledon","AUS",17.66,"7-6(4) 5-7 7-5",131
"2010-540","Wimbledon","AUS",24.87,"6-7(4) 6-2 6-3",121
"2010-540","Wimbledon","IND",26.72,"6-3 6-4",76
"2010-540","Wimbledon","CAN",22.68,"6-4 6-3",73
"2010-540","Wimbledon","AUS",35.43,"6-4 6-2",60
"2010-540","Wimbledon","USA",23.37,"6-3 6-7(5) 14-12",156
"2010-540","Wimbledon","GER",24.08,"7-6(10) 6-1",94
"2010-540","Wimbledon","FRA",21.98,"6-4 7-6(3)",84
"2010-540","Wimbledon","ITA",24.54,"7-6(1) 6-2",110
"2010-540","Wimbledon","GER",26.87,"6-2 6-2",66
"2010-540","Wimbledon","NED",24.71,"4-6 7-5 8-6",134
"2010-540","Wimbledon","TUR",23.03,"6-3 4-6 6-1",90
"2010-540","Wimbledon","SLO",20.93,"6-2 3-6 6-4",93
"2010-540","Wimbledon","CRO",27.79,"4-6 6-3 10-8",126
"2010-540","Wimbledon","CZE",30.96,"6-1 6-1",43
"2010-540","Wimbledon","USA",22.94,"7-6(5) 7-6(2)",90
"2010-540","Wimbledon","MON",27.43,"6-4 6-2",55
"2010-540","Wimbledon","USA",30.6,"6-4 6-2",58
"2010-540","Wimbledon","FRA",24.19,"7-6(3) 6-3",73
"2010-540","Wimbledon","AUT",33.46,"6-1 5-7 6-2",96
"2010-540","Wimbledon","AUT",23.25,"7-6(5) 6-4",92
"2010-540","Wimbledon","GBR",26.08,"6-3 7-6(3)",80
"2010-540","Wimbledon","FRA",28.41,"6-3 6-0",52
"2010-540","Wimbledon","JPN",22.09,"4-6 6-3 6-3",95
"2010-540","Wimbledon","USA",24.2,"6-4 6-7(2) 6-3",102
"2010-540","Wimbledon","SVK",20.75,"2-6 7-6(7) 15-13",179
"2010-540","Wimbledon","GER",24.22,"6-3 6-4",67
"2010-540","Wimbledon","JPN",25.79,"6-3 7-5",75
"2010-540","Wimbledon","FRA",22.34,"7-6(0) 7-6(3)",79
"2010-540","Wimbledon","USA",27.68,"5-7 6-3 6-1",111
"2010-540","Wimbledon","AUS",21.39,"6-0 7-6(5)",85
"2010-540","Wimbledon","ESP",30.46,"2-6 6-4 6-4",105
"2010-540","Wimbledon","ITA",26.67,"7-6(6) 6-2",74
"2010-540","Wimbledon","GBR",20.08,"4-6 6-1 12-10",143
"2010-540","Wimbledon","LTU",20,"6-3 6-2",57
"2010-540","Wimbledon","USA",29.16,"6-2 6-3",60
"2010-540","Wimbledon","AUS",22.57,"4-6 6-4 6-3",121
"2010-540","Wimbledon","AUT",23.92,"6-3 6-3",76
"2010-540","Wimbledon","PAR",33.6,"6-4 6-7(6) 6-3",144
"2010-540","Wimbledon","USA",26.46,"6-2 6-7(2) 6-3",130
"2010-540","Wimbledon","SRB",24.88,"6-4 3-6 6-3",115
"2010-540","Wimbledon","LUX",27.12,"7-5 6-2",78
"2010-540","Wimbledon","AUS",23,"7-6(3) 6-4",81
"2010-540","Wimbledon","RSA",30.04,"6-4 1-1 RET",47
"2010-540","Wimbledon","GER",25.94,"6-7(7) 6-4 6-4",121
"2010-540","Wimbledon","CRO",25.46,"6-3 3-6 6-1",120
"2010-540","Wimbledon","AUT",29.98,"7-6(6) 6-3",85
"2010-540","Wimbledon","ESP",24.07,"6-4 5-7 6-2",99
"2010-540","Wimbledon","RUS",22.94,"4-6 6-4 10-8",135
"2010-540","Wimbledon","AUS",17.66,"6-1 7-6(4)",72
"2010-540","Wimbledon","IND",26.72,"2-6 6-3 6-3",95
"2010-540","Wimbledon","CAN",22.68,"6-1 6-3",62
"2010-540","Wimbledon","GER",24.08,"6-4 7-5",92
"2010-540","Wimbledon","FRA",21.98,"6-1 6-4",60
"2010-540","Wimbledon","NED",24.71,"7-5 4-6 6-3",112
"2010-540","Wimbledon","TUR",23.03,"6-2 6-4",79
"2010-540","Wimbledon","CRO",27.79,"3-6 7-5 8-6",128
"2010-540","Wimbledon","USA",22.94,"6-3 6-2",55
"2010-540","Wimbledon","USA",30.6,"6-3 6-4",56
"2010-540","Wimbledon","AUT",33.46,"7-6(3) 6-3",68
"2010-540","Wimbledon","FRA",28.41,"3-6 6-3 24-22",240
"2010-540","Wimbledon","USA",24.2,"6-7(5) 6-3 6-3",104
"2010-540","Wimbledon","GER",24.22,"6-2 6-4",74
"2010-540","Wimbledon","JPN",25.79,"6-2 6-3",65
"2010-540","Wimbledon","USA",27.68,"6-2 7-6(6)",82
"2010-540","Wimbledon","ESP",30.46,"6-4 6-3",87
"2010-540","Wimbledon","LTU",20,"7-5 6-3",93
"2010-540","Wimbledon","USA",29.16,"4-6 7-6(1) 7-6(8) 6-3",172
"2010-540","Wimbledon","AUT",23.92,"6-4 7-5 7-6(2)",145
"2010-540","Wimbledon","SRB",24.88,"7-6(1) 6-4 7-6(4)",126
"2010-540","Wimbledon","AUS",23,"6-4 6-4 7-6(7)",112
"2010-540","Wimbledon","RSA",30.04,"6-3 7-6(4) 6-1",107
"2010-540","Wimbledon","CRO",25.46,"4-6 2-6 6-2 7-6(4) 6-4",230
"2010-540","Wimbledon","ESP",24.07,"6-4 6-3 6-4",108
"2010-540","Wimbledon","AUS",17.66,"7-6(3) 6-3 6-4",105
"2010-540","Wimbledon","GER",24.08,"4-6 6-2 6-2 6-3",150
"2010-540","Wimbledon","NED",24.71,"6-3 6-3 6-3",110
"2010-540","Wimbledon","TUR",23.03,"7-5 7-6(4) 6-2",135
"2010-540","Wimbledon","USA",30.6,"6-4 6-7(4) 3-6 7-6(4) 8-6",196
"2010-540","Wimbledon","FRA",28.41,"6-7(8) 3-6 6-3 6-4 6-4",237
"2010-540","Wimbledon","USA",24.2,"7-6(13) 6-3 7-6(2)",128
"2010-540","Wimbledon","USA",27.68,"6-2 6-2 2-6 6-4",130
"2010-540","Wimbledon","LTU",20,"7-5 6-1 6-3",113
"2010-540","Wimbledon","SUI",28.87,"5-7 4-6 6-4 7-6(1) 6-0",198
"2010-540","Wimbledon","SRB",24.88,"7-6(3) 3-6 6-3 7-6(7)",180
"2010-540","Wimbledon","FRA",32.51,"6-3 3-6 6-4 7-5",164
"2010-540","Wimbledon","AUS",30.81,"2-6 7-6(3) 6-2 7-5",142
"2010-540","Wimbledon","ESP",28.75,"7-6(2) 3-6 6-2 6-3",174
"2010-540","Wimbledon","LTU",20,"6-2 6-0 3-6 7-6(5)",121
"2010-540","Wimbledon","SRB",24.36,"6-3 6-4 6-1",112
"2010-540","Wimbledon","AUT",29.08,"6-3 4-6 6-2 6-3",108
"2010-540","Wimbledon","CZE",24.76,"7-6(5) 6-2 6-2",115
"2010-540","Wimbledon","GER",29.01,"5-7 6-2 6-2 6-4",106
"2010-540","Wimbledon","GER",34.15,"6-2 6-2 6-3",92
"2010-540","Wimbledon","UZB",23.79,"6-7(5) 6-1 2-6 7-6(4) 6-3",185
"2010-540","Wimbledon","ROU",28.92,"6-7(4) 7-6(3) 6-3 1-6 7-5",227
"2010-540","Wimbledon","TUR",23.03,"6-7(4) 4-6 6-2 6-3 6-1",188
"2010-540","Wimbledon","GER",22.93,"7-6(5) 7-6(4) 7-5",132
"2010-540","Wimbledon","RUS",29.05,"3-6 6-7(3) 7-6(3) 7-5 9-7",253
"2010-540","Wimbledon","SRB",23.08,"4-6 6-2 3-6 6-4 6-2",231
"2010-540","Wimbledon","USA",29.16,"6-3 6-7(2) 7-6(3) 7-5",169
"2010-540","Wimbledon","USA",24.2,"6-3 7-6(12) 6-3",103
"2010-540","Wimbledon","ESP",29.57,"6-3 7-6(5) 6-2",111
"2010-540","Wimbledon","FRA",23.8,"6-1 7-6(9) 6-2",95
"2010-540","Wimbledon","SVK",28.22,"6-3 6-1 4-6 6-2",155
"2010-540","Wimbledon","KAZ",22.35,"6-1 7-6(8) 4-6 6-2",145
"2010-540","Wimbledon","AUS",29.32,"5-7 6-0 6-2 6-2",128
"2010-540","Wimbledon","GER",26.71,"6-2 6-4 7-6(1)",121
"2010-540","Wimbledon","USA",28.53,"6-3 7-6(8) 6-2",92
"2010-540","Wimbledon","TPE",26.85,"7-5 6-4 6-3",120
"2010-540","Wimbledon","POL",26.34,"7-5 7-6(5) 6-3",133
"2010-540","Wimbledon","GER",26.68,"6-3 3-6 6-3 6-0",104
"2010-540","Wimbledon","RUS",25.08,"2-6 6-4 6-4 6-2",132
"2010-540","Wimbledon","FRA",30.09,"6-4 6-4 6-7(5) 6-3",148
"2010-540","Wimbledon","USA",27.81,"6-3 6-2 6-2",83
"2010-540","Wimbledon","ITA",23.08,"7-6(9) 6-2 6-7(6) 6-4",174
"2010-540","Wimbledon","USA",32.14,"6-3 7-6(1) 2-6 7-6(1)",160
"2010-540","Wimbledon","GER",24.37,"7-6(4) 6-3 6-4",132
"2010-540","Wimbledon","FRA",28.5,"2-6 6-7(6) 6-1 6-2 7-5",214
"2010-540","Wimbledon","ITA",26.33,"7-6(4) 7-6(7) 6-2",123
"2010-540","Wimbledon","GER",24.08,"5-7 2-6 7-5 6-4 6-4",216
"2010-540","Wimbledon","UKR",21.62,"6-4 6-3 6-3",104
"2010-540","Wimbledon","FRA",25.18,"7-6(2) 7-6(6) 3-6 6-4",154
"2010-540","Wimbledon","BEL",29.92,"6-2 6-7(6) 7-6(5) 4-6 6-1",201
"2010-540","Wimbledon","GER",24.22,"6-4 7-5 3-6 6-2",152
"2010-540","Wimbledon","CRO",25.46,"6-1 6-3 6-3",91
"2010-540","Wimbledon","USA",22.7,"7-6(4) 6-3 2-1 RET",89
"2010-540","Wimbledon","FRA",25.48,"6-3 6-4 7-6(0)",113
"2010-540","Wimbledon","UKR",22.78,"6-3 7-5 RET",85
"2010-540","Wimbledon","FIN",28.91,"6-4 7-6(3) 5-7 6-2",157
"2010-540","Wimbledon","GBR",23.1,"7-5 6-1 6-2",101
"2010-540","Wimbledon","SWE",25.85,"6-2 6-2 6-3",78
"2010-540","Wimbledon","ESP",24.19,"6-3 6-0 6-4",93
"2010-540","Wimbledon","AUT",23.92,"6-4 6-3 6-1",116
"2010-540","Wimbledon","BRA",22.48,"6-4 6-4 6-4",121
"2010-540","Wimbledon","SVK",22.63,"6-3 2-6 6-3 6-1",120
"2010-540","Wimbledon","FRA",23.35,"6-3 6-3 6-1",85
"2010-540","Wimbledon","FRA",29.31,"7-6(2) 6-3 6-2",116
"2010-540","Wimbledon","ESP",28.22,"6-4 6-2 6-3",100
"2010-540","Wimbledon","RUS",27.99,"6-3 6-4 4-6 7-6(2)",193
"2010-540","Wimbledon","FRA",28.44,"6-1 7-5 3-6 6-1",132
"2010-540","Wimbledon","NED",21.75,"6-7(4) 6-4 6-3 5-7 16-14",246
"2010-540","Wimbledon","USA",25.15,"6-4 3-6 6-7(7) 7-6(3) 70-68",665
"2010-540","Wimbledon","GER",26.24,"6-4 7-6(6) 4-6 2-6 6-4",166
"2010-540","Wimbledon","POL",28.1,"4-6 6-2 6-2 6-3",144
"2010-540","Wimbledon","NED",23.21,"6-2 6-4 6-4",97
"2010-540","Wimbledon","ESP",24.05,"6-2 6-4 6-4",125
"2010-540","Wimbledon","SUI",28.87,"6-3 6-7(4) 6-4 7-6(5)",166
"2010-540","Wimbledon","FRA",32.51,"6-7(4) 6-3 6-3 6-4",175
"2010-540","Wimbledon","ESP",28.75,"7-5 4-6 6-3 6-4",147
"2010-540","Wimbledon","AUT",29.08,"6-7(5) 4-6 6-3 7-6(6) 6-3",197
"2010-540","Wimbledon","CZE",24.76,"7-5 6-3 6-4",111
"2010-540","Wimbledon","UZB",23.79,"6-3 7-6(5) 4-6 4-6 6-1",180
"2010-540","Wimbledon","ROU",28.92,"6-4 6-4 3-6 6-3",139
"2010-540","Wimbledon","GER",22.93,"1-6 7-6(5) 7-6(8) 6-1",144
"2010-540","Wimbledon","SRB",23.08,"7-6(5) 6-1 6-4",117
"2010-540","Wimbledon","ESP",29.57,"3-6 6-3 6-7(5) 6-1 6-4",138
"2010-540","Wimbledon","FRA",23.8,"6-4 6-4 6-7(4) 6-4",170
"2010-540","Wimbledon","AUS",29.32,"6-4 6-4 3-0 RET",84
"2010-540","Wimbledon","GER",26.71,"6-7(2) 6-3 6-4 6-4",171
"2010-540","Wimbledon","TPE",26.85,"6-4 7-6(7) 6-3",145
"2010-540","Wimbledon","GER",26.68,"7-6(6) 5-7 2-6 7-6(5) 9-7",257
"2010-540","Wimbledon","USA",27.81,"4-6 6-4 6-1 7-6(2)",143
"2010-540","Wimbledon","ITA",23.08,"3-6 5-7 7-5 7-6(6) 6-3",252
"2010-540","Wimbledon","FRA",28.5,"3-6 6-2 4-6 7-6(5) 6-3",216
"2010-540","Wimbledon","GER",24.08,"3-6 6-2 6-3 6-4",162
"2010-540","Wimbledon","FRA",25.18,"6-4 6-4 6-7(5) 5-7 10-8",235
"2010-540","Wimbledon","BEL",29.92,"6-7(7) 6-4 6-1 6-4",154
"2010-540","Wimbledon","USA",22.7,"6-2 5-7 6-3 7-6(10)",154
"2010-540","Wimbledon","FRA",25.48,"W/O",NA
"2010-540","Wimbledon","GBR",23.1,"6-3 6-4 6-2",102
"2010-540","Wimbledon","SWE",25.85,"7-5 6-1 6-4",99
"2010-540","Wimbledon","BRA",22.48,"6-7(11) 7-6(4) 7-6(1) 6-2",205
"2010-540","Wimbledon","FRA",23.35,"6-3 7-6(4) 4-6 6-7(5) 8-6",218
"2010-540","Wimbledon","ESP",28.22,"6-4 7-5 6-7(6) 6-3",172
"2010-540","Wimbledon","FRA",28.44,"6-4 2-6 2-6 6-3 6-4",212
"2010-540","Wimbledon","NED",21.75,"6-0 6-3 6-2",74
"2010-540","Wimbledon","GER",26.24,"6-4 3-6 4-6 6-3 6-2",163
"2010-540","Wimbledon","ESP",24.05,"5-7 6-2 3-6 6-0 6-3",142
"2010-540","Wimbledon","SUI",28.87,"6-2 6-4 6-2",95
"2010-540","Wimbledon","AUT",29.08,"4-6 6-3 6-2 6-4",149
"2010-540","Wimbledon","CZE",24.76,"6-7(1) 7-6(5) 6-7(8) 6-3 6-4",233
"2010-540","Wimbledon","GER",22.93,"6-7(7) 6-7(3) 7-6(7) 6-3 3-0 RET",205
"2010-540","Wimbledon","SRB",23.08,"6-1 6-4 6-4",101
"2010-540","Wimbledon","AUS",29.32,"6-3 7-6(9) 6-4",129
"2010-540","Wimbledon","TPE",26.85,"6-4 6-4 2-1 RET",96
"2010-540","Wimbledon","USA",27.81,"7-5 6-7(5) 6-3 6-3",176
"2010-540","Wimbledon","FRA",28.5,"6-4 6-1 4-6 6-3",141
"2010-540","Wimbledon","FRA",25.18,"6-1 6-4 7-6(1)",97
"2010-540","Wimbledon","USA",22.7,"6-7(4) 6-4 6-2 5-7 9-7",227
"2010-540","Wimbledon","GBR",23.1,"6-1 6-4 6-4",110
"2010-540","Wimbledon","SWE",25.85,"6-4 6-2 7-5",114
"2010-540","Wimbledon","ESP",28.22,"7-5 6-3 4-6 3-6 7-5",184
"2010-540","Wimbledon","FRA",28.44,"7-6(5) 7-6(6) 6-7(8) 6-4",195
"2010-540","Wimbledon","ESP",24.05,"6-4 4-6 6-7(5) 6-2 6-3",225
"2010-540","Wimbledon","SUI",28.87,"6-3 6-2 6-3",84
"2010-540","Wimbledon","CZE",24.76,"4-6 7-6(1) 7-5 6-3",184
"2010-540","Wimbledon","SRB",23.08,"7-5 6-4 3-6 6-4",174
"2010-540","Wimbledon","TPE",26.85,"4-6 7-6(3) 7-6(4) 6-7(5) 9-7",276
"2010-540","Wimbledon","FRA",25.18,"6-1 6-4 3-6 6-1",119
"2010-540","Wimbledon","GBR",23.1,"7-5 6-3 6-4",126
"2010-540","Wimbledon","SWE",25.85,"6-2 5-7 6-2 3-6 7-5",183
"2010-540","Wimbledon","ESP",24.05,"6-4 6-2 6-2",121
"2010-540","Wimbledon","CZE",24.76,"6-4 3-6 6-1 6-4",155
"2010-540","Wimbledon","SRB",23.08,"6-3 6-2 6-2",111
"2010-540","Wimbledon","GBR",23.1,"6-7(5) 7-6(5) 6-2 6-2",169
"2010-540","Wimbledon","ESP",24.05,"3-6 6-3 7-6(4) 6-1",163
"2010-540","Wimbledon","CZE",24.76,"6-3 7-6(9) 6-3",138
"2010-540","Wimbledon","ESP",24.05,"6-4 7-6(6) 6-4",142
"2010-540","Wimbledon","ESP",24.05,"6-3 7-5 6-4",133
"2010-560","US Open","AUS",17.86,"6-0 2-6 6-3",85
"2010-560","US Open","ISR",32.37,"6-4 6-2",84
"2010-560","US Open","USA",23.14,"3-6 5-2 RET",61
"2010-560","US Open","CRO",25.66,"6-3 7-6(4)",99
"2010-560","US Open","JPN",21.95,"6-4 2-6 6-2",113
"2010-560","US Open","USA",27.87,"6-4 7-6(6)",95
"2010-560","US Open","ITA",23.15,"6-3 6-1",59
"2010-560","US Open","CZE",25.1,"6-7(4) 6-2 6-2",143
"2010-560","US Open","AUS",25.06,"7-5 6-3",106
"2010-560","US Open","AUS",21.21,"7-5 6-1",71
"2010-560","US Open","CAN",22.21,"6-1 6-3",54
"2010-560","US Open","CRO",22.94,"6-4 6-4",79
"2010-560","US Open","AUS",21.58,"2-6 6-4 6-0",113
"2010-560","US Open","CZE",22.48,"6-2 6-2",57
"2010-560","US Open","COL",23.61,"3-6 6-1 6-2",98
"2010-560","US Open","FRA",24.38,"6-7(4) 6-2 6-3",162
"2010-560","US Open","AUT",23.44,"3-6 6-2 6-2",151
"2010-560","US Open","POL",19.79,"6-4 6-3",73
"2010-560","US Open","ITA",26.86,"6-4 6-2",100
"2010-560","US Open","ESP",28.58,"6-7(7) 7-6(2) 7-6(3)",206
"2010-560","US Open","BRA",31.16,"3-6 6-2 6-2",119
"2010-560","US Open","FRA",22.53,"6-2 2-6 6-3",99
"2010-560","US Open","FRA",28.61,"6-3 6-2",67
"2010-560","US Open","BLR",20.13,"6-7(5) 6-4 6-3",128
"2010-560","US Open","ITA",27.25,"6-3 6-4",74
"2010-560","US Open","UKR",22.61,"2-6 6-4 7-6(2)",138
"2010-560","US Open","ESP",24.6,"6-4 6-7(5) 6-4",158
"2010-560","US Open","SVK",21.14,"6-4 6-3",86
"2010-560","US Open","FRA",27.73,"6-7(7) 6-0 2-0 RET",98
"2010-560","US Open","ISR",32.07,"3-6 7-6(6) 6-2",135
"2010-560","US Open","RUS",27.35,"6-1 6-1",44
"2010-560","US Open","CAN",19.67,"6-4 6-3",58
"2010-560","US Open","LTU",20.19,"7-5 6-3",73
"2010-560","US Open","GER",27.06,"7-6(2) 6-4",102
"2010-560","US Open","BRA",24.26,"6-4 2-0 RET",44
"2010-560","US Open","USA",32.1,"6-3 6-1",74
"2010-560","US Open","POR",26.39,"6-2 6-4",74
"2010-560","US Open","USA",18.31,"6-1 6-4",46
"2010-560","US Open","BRA",25.32,"7-6(4) 3-6 6-1",124
"2010-560","US Open","IRL",28.94,"6-0 6-4",69
